Month,DayOfWeek,WorkingDay,Gender,AM_PM,ServTime
1.0,7.0,0.0,2.0,1.0,7.0
1.0,7.0,0.0,2.0,1.0,1771.0
1.0,7.0,0.0,2.0,1.0,440.0
1.0,7.0,0.0,2.0,1.0,405.0
1.0,7.0,0.0,2.0,0.0,767.0
1.0,7.0,0.0,2.0,1.0,785.0
1.0,7.0,0.0,2.0,1.0,906.0
1.0,7.0,0.0,2.0,1.0,766.0
1.0,7.0,0.0,2.0,1.0,879.0
1.0,7.0,0.0,2.0,0.0,1180.0
1.0,7.0,0.0,2.0,0.0,469.0
1.0,7.0,0.0,2.0,1.0,966.0
1.0,7.0,0.0,2.0,1.0,648.0
1.0,7.0,0.0,2.0,1.0,774.0
1.0,7.0,0.0,2.0,1.0,1224.0
1.0,4.0,1.0,1.0,0.0,950.0
1.0,4.0,1.0,1.0,1.0,988.0
1.0,4.0,1.0,1.0,0.0,1738.0
1.0,4.0,1.0,1.0,0.0,605.0
1.0,4.0,1.0,1.0,0.0,478.0
1.0,4.0,1.0,1.0,0.0,497.0
1.0,4.0,1.0,1.0,1.0,625.0
1.0,4.0,1.0,1.0,0.0,808.0
1.0,4.0,1.0,1.0,1.0,1174.0
1.0,4.0,1.0,1.0,0.0,831.0
1.0,4.0,1.0,1.0,1.0,983.0
1.0,4.0,1.0,1.0,1.0,682.0
1.0,4.0,1.0,1.0,1.0,577.0
1.0,4.0,1.0,1.0,0.0,425.0
1.0,4.0,1.0,1.0,1.0,710.0
1.0,4.0,1.0,1.0,0.0,433.0
1.0,4.0,1.0,1.0,0.0,791.0
1.0,4.0,1.0,1.0,0.0,681.0
1.0,4.0,1.0,1.0,1.0,1113.0
1.0,4.0,1.0,2.0,1.0,888.0
1.0,4.0,1.0,2.0,0.0,769.0
1.0,4.0,1.0,2.0,1.0,622.0
1.0,4.0,1.0,2.0,1.0,367.0
1.0,4.0,1.0,2.0,1.0,593.0
1.0,4.0,1.0,2.0,1.0,791.0
1.0,4.0,1.0,2.0,1.0,762.0
1.0,4.0,1.0,2.0,1.0,1180.0
1.0,4.0,1.0,2.0,1.0,608.0
1.0,4.0,1.0,2.0,0.0,465.0
1.0,4.0,1.0,2.0,1.0,632.0
1.0,4.0,1.0,2.0,1.0,1450.0
1.0,4.0,1.0,2.0,1.0,759.0
1.0,7.0,0.0,1.0,1.0,587.0
1.0,7.0,0.0,1.0,1.0,1699.0
1.0,7.0,0.0,1.0,0.0,545.0
1.0,7.0,0.0,1.0,1.0,895.0
1.0,7.0,0.0,1.0,1.0,881.0
1.0,7.0,0.0,1.0,1.0,1146.0
1.0,7.0,0.0,1.0,1.0,1082.0
1.0,7.0,0.0,1.0,1.0,1241.0
1.0,7.0,0.0,1.0,0.0,616.0
1.0,7.0,0.0,1.0,1.0,1013.0
1.0,7.0,0.0,1.0,1.0,831.0
1.0,7.0,0.0,1.0,0.0,1182.0
1.0,7.0,0.0,1.0,1.0,581.0
1.0,7.0,0.0,1.0,0.0,1006.0
1.0,7.0,0.0,1.0,0.0,572.0
1.0,7.0,0.0,2.0,1.0,1408.0
1.0,7.0,0.0,2.0,1.0,1325.0
1.0,7.0,0.0,2.0,1.0,767.0
1.0,7.0,0.0,2.0,0.0,1159.0
1.0,7.0,0.0,2.0,1.0,634.0
1.0,7.0,0.0,2.0,0.0,759.0
1.0,7.0,0.0,2.0,1.0,1408.0
1.0,7.0,0.0,2.0,1.0,323.0
1.0,7.0,0.0,2.0,1.0,690.0
1.0,7.0,0.0,2.0,0.0,732.0
1.0,7.0,0.0,2.0,0.0,902.0
1.0,7.0,0.0,2.0,0.0,910.0
1.0,7.0,0.0,2.0,1.0,821.0
1.0,4.0,1.0,1.0,1.0,481.0
1.0,4.0,1.0,1.0,1.0,1085.0
1.0,4.0,1.0,1.0,0.0,740.0
1.0,4.0,1.0,1.0,1.0,947.0
1.0,4.0,1.0,1.0,0.0,534.0
1.0,4.0,1.0,1.0,1.0,772.0
1.0,4.0,1.0,1.0,0.0,696.0
1.0,4.0,1.0,1.0,1.0,402.0
1.0,4.0,1.0,1.0,0.0,833.0
1.0,4.0,1.0,1.0,1.0,717.0
1.0,4.0,1.0,1.0,1.0,1017.0
1.0,4.0,1.0,1.0,0.0,933.0
1.0,4.0,1.0,1.0,0.0,1117.0
1.0,4.0,1.0,1.0,0.0,1100.0
1.0,4.0,1.0,1.0,0.0,825.0
1.0,4.0,1.0,1.0,0.0,1079.0
1.0,4.0,1.0,1.0,0.0,373.0
1.0,4.0,1.0,1.0,0.0,756.0
1.0,4.0,1.0,1.0,1.0,1123.0
1.0,4.0,1.0,2.0,1.0,566.0
1.0,4.0,1.0,2.0,1.0,1037.0
1.0,4.0,1.0,2.0,0.0,2095.0
1.0,4.0,1.0,2.0,1.0,565.0
1.0,4.0,1.0,2.0,1.0,213.0
1.0,4.0,1.0,2.0,0.0,1289.0
1.0,4.0,1.0,2.0,1.0,340.0
1.0,4.0,1.0,2.0,0.0,656.0
1.0,4.0,1.0,2.0,0.0,938.0
1.0,4.0,1.0,2.0,1.0,208.0
1.0,4.0,1.0,2.0,1.0,405.0
1.0,4.0,1.0,2.0,1.0,1383.0
1.0,4.0,1.0,2.0,1.0,650.0
1.0,4.0,1.0,2.0,1.0,1048.0
1.0,4.0,1.0,2.0,1.0,833.0
1.0,4.0,1.0,2.0,1.0,706.0
1.0,4.0,1.0,2.0,1.0,395.0
1.0,4.0,1.0,2.0,1.0,655.0
1.0,4.0,1.0,2.0,1.0,608.0
1.0,4.0,1.0,2.0,1.0,497.0
1.0,4.0,1.0,2.0,1.0,1506.0
1.0,7.0,0.0,1.0,1.0,653.0
1.0,7.0,0.0,1.0,1.0,1133.0
1.0,7.0,0.0,1.0,1.0,766.0
1.0,7.0,0.0,1.0,1.0,796.0
1.0,7.0,0.0,1.0,0.0,736.0
1.0,7.0,0.0,1.0,0.0,686.0
1.0,7.0,0.0,1.0,0.0,624.0
1.0,7.0,0.0,1.0,1.0,1037.0
1.0,7.0,0.0,1.0,1.0,976.0
1.0,7.0,0.0,1.0,0.0,1849.0
1.0,7.0,0.0,1.0,0.0,665.0
1.0,7.0,0.0,1.0,0.0,684.0
1.0,7.0,0.0,1.0,0.0,836.0
1.0,7.0,0.0,1.0,1.0,689.0
1.0,7.0,0.0,1.0,0.0,842.0
1.0,7.0,0.0,1.0,1.0,782.0
1.0,7.0,0.0,2.0,0.0,745.0
1.0,7.0,0.0,2.0,0.0,694.0
1.0,7.0,0.0,2.0,1.0,1316.0
1.0,7.0,0.0,2.0,1.0,708.0
1.0,7.0,0.0,2.0,1.0,1076.0
1.0,7.0,0.0,2.0,1.0,176.0
1.0,7.0,0.0,2.0,1.0,1814.0
1.0,7.0,0.0,2.0,1.0,551.0
1.0,7.0,0.0,2.0,0.0,681.0
1.0,7.0,0.0,2.0,1.0,557.0
1.0,7.0,0.0,2.0,1.0,804.0
1.0,7.0,0.0,2.0,1.0,736.0
1.0,7.0,0.0,2.0,1.0,830.0
1.0,7.0,0.0,2.0,0.0,769.0
1.0,7.0,0.0,2.0,0.0,507.0
1.0,7.0,0.0,2.0,0.0,516.0
1.0,7.0,0.0,2.0,0.0,645.0
1.0,7.0,0.0,2.0,0.0,662.0
1.0,7.0,0.0,2.0,1.0,239.0
1.0,7.0,0.0,2.0,0.0,386.0
1.0,7.0,0.0,2.0,1.0,803.0
1.0,4.0,1.0,1.0,1.0,1123.0
1.0,4.0,1.0,1.0,1.0,1127.0
1.0,4.0,1.0,1.0,1.0,628.0
1.0,4.0,1.0,1.0,0.0,555.0
1.0,4.0,1.0,1.0,1.0,423.0
1.0,4.0,1.0,1.0,1.0,1307.0
1.0,4.0,1.0,1.0,1.0,941.0
1.0,4.0,1.0,1.0,1.0,631.0
1.0,4.0,1.0,1.0,0.0,811.0
1.0,4.0,1.0,1.0,0.0,718.0
1.0,4.0,1.0,1.0,1.0,726.0
1.0,4.0,1.0,1.0,0.0,1119.0
1.0,4.0,1.0,1.0,1.0,591.0
1.0,4.0,1.0,1.0,1.0,702.0
1.0,4.0,1.0,1.0,1.0,522.0
1.0,4.0,1.0,1.0,1.0,555.0
1.0,4.0,1.0,1.0,1.0,831.0
1.0,4.0,1.0,2.0,0.0,440.0
1.0,4.0,1.0,2.0,1.0,1669.0
1.0,4.0,1.0,2.0,1.0,533.0
1.0,4.0,1.0,2.0,0.0,1100.0
1.0,4.0,1.0,2.0,1.0,446.0
1.0,4.0,1.0,2.0,0.0,639.0
1.0,4.0,1.0,2.0,1.0,672.0
1.0,4.0,1.0,2.0,1.0,562.0
1.0,4.0,1.0,2.0,0.0,546.0
1.0,4.0,1.0,2.0,0.0,1668.0
1.0,4.0,1.0,2.0,0.0,537.0
1.0,4.0,1.0,2.0,1.0,545.0
1.0,4.0,1.0,2.0,1.0,801.0
1.0,4.0,1.0,2.0,1.0,396.0
1.0,4.0,1.0,2.0,0.0,562.0
1.0,4.0,1.0,2.0,1.0,254.0
1.0,4.0,1.0,2.0,0.0,859.0
1.0,4.0,1.0,2.0,0.0,425.0
1.0,4.0,1.0,2.0,1.0,737.0
1.0,4.0,1.0,2.0,1.0,599.0
1.0,4.0,1.0,2.0,1.0,514.0
1.0,4.0,1.0,2.0,0.0,5.0
1.0,4.0,1.0,2.0,1.0,951.0
1.0,4.0,1.0,2.0,1.0,530.0
1.0,4.0,1.0,2.0,1.0,932.0
2.0,7.0,0.0,1.0,1.0,540.0
2.0,7.0,0.0,1.0,1.0,650.0
2.0,7.0,0.0,1.0,1.0,885.0
2.0,7.0,0.0,1.0,0.0,632.0
2.0,7.0,0.0,1.0,1.0,730.0
2.0,7.0,0.0,1.0,1.0,707.0
2.0,7.0,0.0,1.0,0.0,1461.0
2.0,7.0,0.0,1.0,0.0,599.0
2.0,7.0,0.0,1.0,1.0,929.0
2.0,7.0,0.0,1.0,0.0,1254.0
2.0,7.0,0.0,1.0,1.0,649.0
2.0,7.0,0.0,1.0,1.0,33.0
2.0,7.0,0.0,1.0,1.0,674.0
2.0,7.0,0.0,1.0,1.0,369.0
2.0,7.0,0.0,1.0,0.0,157.0
2.0,7.0,0.0,1.0,0.0,38.0
2.0,7.0,0.0,1.0,0.0,1091.0
2.0,7.0,0.0,2.0,0.0,1344.0
2.0,7.0,0.0,2.0,1.0,545.0
2.0,7.0,0.0,2.0,0.0,973.0
2.0,7.0,0.0,2.0,0.0,916.0
2.0,7.0,0.0,2.0,1.0,209.0
2.0,7.0,0.0,2.0,0.0,827.0
2.0,7.0,0.0,2.0,1.0,1315.0
2.0,7.0,0.0,2.0,1.0,1321.0
2.0,7.0,0.0,2.0,0.0,917.0
2.0,7.0,0.0,2.0,1.0,415.0
2.0,7.0,0.0,2.0,0.0,617.0
2.0,7.0,0.0,2.0,0.0,585.0
2.0,7.0,0.0,2.0,1.0,532.0
2.0,7.0,0.0,2.0,1.0,595.0
2.0,7.0,0.0,2.0,1.0,574.0
2.0,7.0,0.0,2.0,1.0,531.0
2.0,7.0,0.0,2.0,1.0,7.0
2.0,7.0,0.0,2.0,0.0,1007.0
2.0,7.0,0.0,2.0,0.0,591.0
2.0,7.0,0.0,2.0,0.0,468.0
2.0,7.0,0.0,2.0,0.0,625.0
2.0,7.0,0.0,2.0,1.0,539.0
2.0,7.0,0.0,2.0,0.0,779.0
2.0,7.0,0.0,2.0,0.0,527.0
2.0,4.0,1.0,1.0,0.0,601.0
2.0,4.0,1.0,1.0,1.0,559.0
2.0,4.0,1.0,1.0,0.0,420.0
2.0,4.0,1.0,1.0,1.0,842.0
2.0,4.0,1.0,1.0,1.0,1854.0
2.0,4.0,1.0,1.0,1.0,2289.0
2.0,4.0,1.0,1.0,0.0,454.0
2.0,4.0,1.0,1.0,1.0,1102.0
2.0,4.0,1.0,1.0,1.0,649.0
2.0,4.0,1.0,1.0,0.0,294.0
2.0,4.0,1.0,1.0,0.0,1004.0
2.0,4.0,1.0,1.0,0.0,667.0
2.0,4.0,1.0,1.0,1.0,806.0
2.0,4.0,1.0,1.0,1.0,975.0
2.0,4.0,1.0,1.0,1.0,582.0
2.0,4.0,1.0,2.0,0.0,872.0
2.0,4.0,1.0,2.0,1.0,650.0
2.0,4.0,1.0,2.0,1.0,1321.0
2.0,4.0,1.0,2.0,0.0,938.0
2.0,4.0,1.0,2.0,1.0,1105.0
2.0,4.0,1.0,2.0,0.0,1491.0
2.0,4.0,1.0,2.0,1.0,926.0
2.0,4.0,1.0,2.0,0.0,1240.0
2.0,4.0,1.0,2.0,1.0,681.0
2.0,4.0,1.0,2.0,0.0,900.0
2.0,4.0,1.0,2.0,0.0,750.0
2.0,4.0,1.0,2.0,1.0,636.0
2.0,4.0,1.0,2.0,1.0,751.0
2.0,4.0,1.0,2.0,0.0,2236.0
2.0,4.0,1.0,2.0,1.0,1123.0
2.0,4.0,1.0,2.0,1.0,1362.0
2.0,4.0,1.0,2.0,1.0,527.0
2.0,4.0,1.0,2.0,0.0,700.0
2.0,7.0,0.0,1.0,1.0,661.0
2.0,7.0,0.0,1.0,1.0,1021.0
2.0,7.0,0.0,1.0,0.0,653.0
2.0,7.0,0.0,1.0,1.0,662.0
2.0,7.0,0.0,1.0,1.0,934.0
2.0,7.0,0.0,1.0,0.0,681.0
2.0,7.0,0.0,1.0,0.0,646.0
2.0,7.0,0.0,1.0,1.0,494.0
2.0,7.0,0.0,1.0,0.0,790.0
2.0,7.0,0.0,1.0,0.0,555.0
2.0,7.0,0.0,1.0,1.0,552.0
2.0,7.0,0.0,1.0,1.0,289.0
2.0,7.0,0.0,1.0,0.0,715.0
2.0,7.0,0.0,1.0,0.0,697.0
2.0,7.0,0.0,1.0,0.0,497.0
2.0,7.0,0.0,1.0,0.0,588.0
2.0,7.0,0.0,1.0,1.0,938.0
2.0,7.0,0.0,2.0,1.0,771.0
2.0,7.0,0.0,2.0,1.0,708.0
2.0,7.0,0.0,2.0,0.0,1042.0
2.0,7.0,0.0,2.0,1.0,1500.0
2.0,7.0,0.0,2.0,1.0,721.0
2.0,7.0,0.0,2.0,1.0,1434.0
2.0,7.0,0.0,2.0,0.0,677.0
2.0,7.0,0.0,2.0,0.0,744.0
2.0,7.0,0.0,2.0,0.0,1320.0
2.0,7.0,0.0,2.0,1.0,202.0
2.0,7.0,0.0,2.0,1.0,806.0
2.0,7.0,0.0,2.0,0.0,411.0
2.0,7.0,0.0,2.0,0.0,613.0
2.0,3.0,1.0,1.0,1.0,946.0
2.0,3.0,1.0,1.0,1.0,742.0
2.0,3.0,1.0,1.0,1.0,913.0
2.0,3.0,1.0,1.0,1.0,1113.0
2.0,3.0,1.0,1.0,0.0,1219.0
2.0,3.0,1.0,1.0,0.0,432.0
2.0,3.0,1.0,1.0,0.0,313.0
2.0,3.0,1.0,1.0,1.0,644.0
2.0,3.0,1.0,1.0,1.0,855.0
2.0,3.0,1.0,1.0,1.0,669.0
2.0,3.0,1.0,1.0,1.0,832.0
2.0,3.0,1.0,1.0,1.0,612.0
2.0,3.0,1.0,1.0,1.0,1028.0
2.0,3.0,1.0,1.0,1.0,1011.0
2.0,3.0,1.0,1.0,1.0,639.0
2.0,3.0,1.0,1.0,1.0,1365.0
2.0,3.0,1.0,2.0,1.0,785.0
2.0,3.0,1.0,2.0,0.0,1958.0
2.0,3.0,1.0,2.0,0.0,2001.0
2.0,3.0,1.0,2.0,1.0,1201.0
2.0,3.0,1.0,2.0,1.0,819.0
2.0,3.0,1.0,2.0,1.0,734.0
2.0,3.0,1.0,2.0,0.0,296.0
2.0,3.0,1.0,2.0,0.0,756.0
2.0,3.0,1.0,2.0,0.0,681.0
2.0,3.0,1.0,2.0,1.0,1154.0
2.0,4.0,1.0,1.0,1.0,655.0
2.0,4.0,1.0,1.0,1.0,896.0
2.0,4.0,1.0,1.0,0.0,1435.0
2.0,4.0,1.0,1.0,1.0,1024.0
2.0,4.0,1.0,1.0,0.0,677.0
2.0,4.0,1.0,1.0,0.0,1152.0
2.0,4.0,1.0,1.0,0.0,1679.0
2.0,4.0,1.0,1.0,0.0,783.0
2.0,4.0,1.0,1.0,1.0,611.0
2.0,4.0,1.0,1.0,1.0,584.0
2.0,4.0,1.0,1.0,0.0,1042.0
2.0,4.0,1.0,1.0,1.0,447.0
2.0,4.0,1.0,1.0,1.0,924.0
2.0,4.0,1.0,2.0,1.0,892.0
2.0,4.0,1.0,2.0,0.0,483.0
2.0,4.0,1.0,2.0,1.0,1246.0
2.0,4.0,1.0,2.0,1.0,459.0
2.0,4.0,1.0,2.0,1.0,633.0
2.0,4.0,1.0,2.0,1.0,906.0
2.0,4.0,1.0,2.0,0.0,629.0
2.0,4.0,1.0,2.0,1.0,413.0
2.0,4.0,1.0,2.0,0.0,1299.0
2.0,4.0,1.0,2.0,1.0,688.0
2.0,4.0,1.0,2.0,1.0,734.0
2.0,4.0,1.0,2.0,1.0,566.0
2.0,4.0,1.0,2.0,1.0,982.0
2.0,4.0,1.0,2.0,1.0,668.0
2.0,4.0,1.0,2.0,1.0,1044.0
2.0,4.0,1.0,2.0,1.0,418.0
2.0,4.0,1.0,2.0,1.0,1230.0
2.0,4.0,1.0,2.0,1.0,962.0
2.0,4.0,1.0,2.0,1.0,632.0
2.0,4.0,1.0,2.0,0.0,792.0
2.0,4.0,1.0,2.0,0.0,1429.0
2.0,4.0,1.0,2.0,1.0,785.0
3.0,7.0,0.0,1.0,1.0,734.0
3.0,7.0,0.0,1.0,1.0,896.0
3.0,7.0,0.0,1.0,0.0,1318.0
3.0,7.0,0.0,1.0,1.0,1082.0
3.0,7.0,0.0,1.0,1.0,721.0
3.0,7.0,0.0,1.0,0.0,523.0
3.0,7.0,0.0,1.0,0.0,799.0
3.0,7.0,0.0,1.0,0.0,879.0
3.0,7.0,0.0,1.0,0.0,555.0
3.0,7.0,0.0,1.0,1.0,1174.0
3.0,7.0,0.0,1.0,1.0,453.0
3.0,7.0,0.0,1.0,0.0,742.0
3.0,7.0,0.0,1.0,0.0,928.0
3.0,7.0,0.0,1.0,1.0,883.0
3.0,7.0,0.0,1.0,1.0,1278.0
3.0,7.0,0.0,1.0,0.0,515.0
3.0,7.0,0.0,2.0,0.0,691.0
3.0,7.0,0.0,2.0,1.0,754.0
3.0,7.0,0.0,2.0,1.0,698.0
3.0,7.0,0.0,2.0,1.0,1048.0
3.0,7.0,0.0,2.0,1.0,1147.0
3.0,7.0,0.0,2.0,0.0,836.0
3.0,7.0,0.0,2.0,0.0,678.0
3.0,7.0,0.0,2.0,0.0,895.0
3.0,7.0,0.0,2.0,1.0,361.0
3.0,7.0,0.0,2.0,0.0,473.0
3.0,7.0,0.0,2.0,1.0,429.0
3.0,7.0,0.0,2.0,1.0,298.0
3.0,7.0,0.0,2.0,1.0,835.0
3.0,7.0,0.0,2.0,1.0,1442.0
3.0,7.0,0.0,2.0,1.0,467.0
3.0,7.0,0.0,2.0,1.0,852.0
3.0,7.0,0.0,2.0,0.0,513.0
3.0,7.0,0.0,2.0,0.0,909.0
3.0,7.0,0.0,2.0,0.0,886.0
3.0,4.0,1.0,1.0,1.0,1718.0
3.0,4.0,1.0,1.0,1.0,777.0
3.0,4.0,1.0,1.0,0.0,1369.0
3.0,4.0,1.0,1.0,1.0,742.0
3.0,4.0,1.0,1.0,0.0,910.0
3.0,4.0,1.0,1.0,0.0,584.0
3.0,4.0,1.0,1.0,1.0,514.0
3.0,4.0,1.0,1.0,1.0,461.0
3.0,4.0,1.0,1.0,0.0,622.0
3.0,4.0,1.0,1.0,1.0,2479.0
3.0,4.0,1.0,1.0,1.0,310.0
3.0,4.0,1.0,1.0,0.0,448.0
3.0,4.0,1.0,1.0,1.0,452.0
3.0,4.0,1.0,1.0,0.0,521.0
3.0,4.0,1.0,1.0,1.0,227.0
3.0,4.0,1.0,1.0,0.0,930.0
3.0,4.0,1.0,1.0,0.0,1061.0
3.0,4.0,1.0,2.0,1.0,739.0
3.0,4.0,1.0,2.0,1.0,1775.0
3.0,4.0,1.0,2.0,0.0,476.0
3.0,4.0,1.0,2.0,1.0,1100.0
3.0,4.0,1.0,2.0,1.0,884.0
3.0,4.0,1.0,2.0,1.0,555.0
3.0,4.0,1.0,2.0,0.0,578.0
3.0,4.0,1.0,2.0,0.0,1191.0
3.0,4.0,1.0,2.0,1.0,619.0
3.0,4.0,1.0,2.0,0.0,1516.0
3.0,4.0,1.0,2.0,1.0,826.0
3.0,4.0,1.0,2.0,1.0,450.0
3.0,4.0,1.0,2.0,0.0,799.0
3.0,4.0,1.0,2.0,0.0,739.0
3.0,4.0,1.0,2.0,1.0,1191.0
3.0,4.0,1.0,2.0,0.0,759.0
3.0,7.0,0.0,1.0,1.0,1062.0
3.0,7.0,0.0,1.0,1.0,597.0
3.0,7.0,0.0,1.0,0.0,1070.0
3.0,7.0,0.0,1.0,0.0,639.0
3.0,7.0,0.0,1.0,1.0,498.0
3.0,7.0,0.0,1.0,1.0,670.0
3.0,7.0,0.0,1.0,0.0,1032.0
3.0,7.0,0.0,1.0,0.0,957.0
3.0,7.0,0.0,1.0,0.0,782.0
3.0,7.0,0.0,1.0,0.0,1816.0
3.0,7.0,0.0,1.0,1.0,616.0
3.0,7.0,0.0,1.0,1.0,697.0
3.0,7.0,0.0,1.0,1.0,398.0
3.0,7.0,0.0,1.0,0.0,481.0
3.0,7.0,0.0,1.0,1.0,1051.0
3.0,7.0,0.0,2.0,1.0,1033.0
3.0,7.0,0.0,2.0,0.0,839.0
3.0,7.0,0.0,2.0,1.0,567.0
3.0,7.0,0.0,2.0,0.0,820.0
3.0,7.0,0.0,2.0,1.0,792.0
